#-1)Kurszusatz  G: Geld, Kauf>Verkauf; B: Brief, Kauf < Verkauf; b: bezahlt, Kauf=Verkauf; T: Taxe, kein Buy/Sell Order
#-2)Auftragtyp  B: Kauf,  S:Verkauf,  N:Wart  M: Mixed Order,  Order contains Buy and Sell Wish, it is created by Investor  
#-3)Limit=-1, -1 hat spezielle Bedeutung: billigsten Kauf bzw. Besten Verkauf
#-4)GewinnStatus *:Balance +:Gewinn -:Verlust 
#-5) Achtung: 
#-5) Wenn ReferenzTag = 0,  GewinnStatus ist jeden Tag gegen InitDepot ausgewertet.
#-6) Wenn ReferenzTag > 0,  GewinnStatus ist jeden Tag gegen Depot vor  X Tagen ausgewertet.
#-7) Investor BuyLimit  = IndividuellInnererWert * ( 1 - AbschlagProzent ) 
     Investor SellLimit = IndividuellInnererWert * ( 1 + AbschlagProzent ) 
#-8) Investor: Maximal Abweichung zu System InnererWert 5.0
     Investor: Minimal Abweichung zu System InnererWert -5.0
#-9) Investor: Eingesetztes Potenzial = PotenzialBase * ProzentialCounter  
     - Wenn ProzentialCounter Minus Wert ist, dann ist das Potenzial auch ein Minus Wert.
     - Wenn ProzentialCounter Plus Wert ist,  dann ist das Potenzial auch ein Plus Wert.
     - PotenzialProzent ist ein Parameter.
     - PotenzialBase wird nur bei (PozentialCounter=0) and (KursÄnderung ist größer als Threshold) berechnet, PotenzialBase = AktuellerSystemInnererWert * 0.2 * PotenuialProcent 
     - PotenzialProzent ist ein Parameter.
#-10) Investor Individuell InnererWert= SystemInnererWert + ZufallAbweichung + Potenzial 
      ZufallAbweichung kann minus/plus sein. 

Name;Tag;Type;AktienAnzahl;Cash;Depot;RelativGewinn;RelativeGewinnProzent;AbsoluteGewinn;AbsoluteGewinnProzent;Order;Menge;Limit;Kurs;Kurszusatz;PerformedMenge;
RandomTrader1;0000;RandomTrader;89999996;90003952;89010000000;0;0,00;-1080000000;-1,1988;S;4;-1;988;G;4;
RandomTrader1;0001;RandomTrader;89999994;90005930;89099999996;0;0,00;-990000004;-1,0989;S;2;-1;989;B;2;
RandomTrader1;0002;RandomTrader;89999986;90013762;88200000056;0;0,00;-1889999944;-2,0979;S;8;-1;979;G;8;
RandomTrader1;0003;RandomTrader;89999991;90008822;89009999930;0;0,00;-1080000070;-1,1988;B;5;988;988;B;5;
RandomTrader1;0004;RandomTrader;89999983;90016822;90089999822;0;0,00;-178;-0,00;S;8;978;1000;G;8;
RandomTrader1;0005;RandomTrader;89999985;90014808;90719999703;0;0,00;629999703;0,6993;B;2;1010;1007;B;2;
RandomTrader1;0006;RandomTrader;89999979;90020886;91259999613;0;0,00;1169999613;1,2987;S;6;996;1013;G;6;
RandomTrader1;0007;RandomTrader;89999986;90013865;90359999823;0;0,00;269999823;0,2997;B;7;-1;1003;B;7;
RandomTrader1;0008;RandomTrader;89999980;90019859;89999999879;0;0,00;-90000121;-0,0999;S;6;-1;999;B;6;
RandomTrader1;0009;RandomTrader;89999978;90021835;89010000099;0;0,00;-1079999901;-1,1988;S;2;-1;988;G;2;
RandomTrader1;0010;RandomTrader;89999970;90029699;88560000209;0;0,00;-1529999791;-1,6983;S;8;-1;983;G;8;
RandomTrader1;0011;RandomTrader;89999976;90023711;89909999759;0;0,00;-180000241;-0,1998;B;6;-1;998;B;6;
RandomTrader1;0012;RandomTrader;89999984;90015759;89549999855;0;0,00;-540000145;-0,5994;B;8;-1;994;G;8;
RandomTrader1;0013;RandomTrader;89999981;90018750;89819999807;0;0,00;-270000193;-0,2997;S;3;-1;997;G;3;
RandomTrader1;0014;RandomTrader;89999979;90020750;90089999750;0;0,00;-250;-0,00;S;2;-1;1000;G;2;
RandomTrader1;0015;RandomTrader;89999974;90025770;90449999666;0;0,00;359999666;0,3996;S;5;-1;1004;G;5;
RandomTrader1;0016;RandomTrader;89999968;90031854;91349999406;0;0,00;1259999406;1,3986;S;7;1014;1014;B;6;
RandomTrader1;0017;RandomTrader;89999971;90028809;91439999374;0;0,00;1349999374;1,4985;B;3;-1;1015;G;3;
RandomTrader1;0018;RandomTrader;89999971;90028809;91889999229;0;0,00;1799999229;1,998;S;6;1025;1020;B;0;
RandomTrader1;0019;RandomTrader;89999971;90028809;91439999374;1349999374;1,4985;1349999374;1,4985;B;8;1009;1015;G;0;
RandomTrader1;0020;RandomTrader;89999979;90020609;92339999084;3329999084;3,7412;2249999084;2,4975;B;8;1025;1025;G;8;
RandomTrader1;0021;RandomTrader;89999984;90015529;91529999273;2429999277;2,7273;1439999273;1,5984;B;5;-1;1016;b;5;
RandomTrader1;0022;RandomTrader;89999984;90015529;91439999289;3239999233;3,6735;1349999289;1,4985;S;5;1016;1015;B;0;
RandomTrader1;0023;RandomTrader;89999980;90019557;90719999417;1709999487;1,9211;629999417;0,6993;S;6;1004;1007;B;4;
RandomTrader1;0024;RandomTrader;89999974;90025533;89729999637;-360000185;-0,3996;-360000363;-0,3996;S;8;996;996;B;6;
RandomTrader1;0025;RandomTrader;89999974;90025533;90179999507;-540000196;-0,5952;89999507;0,0999;B;5;986;1001;B;0;
RandomTrader1;0026;RandomTrader;89999980;90019569;89549999689;-1709999924;-1,8738;-540000311;-0,5994;B;6;-1;994;G;6;
RandomTrader1;0027;RandomTrader;89999988;90011545;90359999509;-314;-0,00;269999509;0,2997;B;8;1003;1003;b;8;
RandomTrader1;0028;RandomTrader;89999994;90005527;90359999509;359999630;0,40;269999509;0,2997;B;6;-1;1003;B;6;
RandomTrader1;0029;RandomTrader;89999990;90009515;89819999545;809999446;0,91;-270000455;-0,2997;S;4;992;997;B;4;
RandomTrader1;0030;RandomTrader;89999987;90012473;88829999655;269999446;0,3049;-1260000345;-1,3986;S;3;-1;986;G;3;
RandomTrader1;0031;RandomTrader;89999985;90014463;89639999538;-270000221;-0,3003;-450000462;-0,4995;S;2;-1;995;B;2;
RandomTrader1;0032;RandomTrader;89999983;90016447;89369999583;-180000272;-0,201;-720000417;-0,7992;S;3;985;992;B;2;
RandomTrader1;0033;RandomTrader;89999979;90020391;88829999685;-990000122;-1,1022;-1260000315;-1,3986;S;4;-1;986;G;4;
RandomTrader1;0034;RandomTrader;89999981;90018399;89729999475;-360000275;-0,3996;-360000525;-0,3996;B;2;-1;996;B;2;
RandomTrader1;0035;RandomTrader;89999985;90014495;87929999855;-2519999811;-2,7861;-2160000145;-2,3976;B;4;986;976;G;4;
RandomTrader1;0036;RandomTrader;89999981;90018435;88739999720;-2609999686;-2,8571;-1350000280;-1,4985;S;4;985;985;G;4;
RandomTrader1;0037;RandomTrader;89999986;90013470;89459999568;-1979999806;-2,1654;-630000432;-0,6993;B;5;994;993;G;5;
RandomTrader1;0038;RandomTrader;89999986;90013470;89999999484;-1889999745;-2,0568;-90000516;-0,0999;S;7;1002;999;B;0;
RandomTrader1;0039;RandomTrader;89999986;90013470;89009999638;-2429999736;-2,6575;-1080000362;-1,1988;S;2;989;988;G;0;
RandomTrader1;0040;RandomTrader;89999986;90013470;89459999568;-2879999516;-3,1189;-630000432;-0,6993;S;5;997;993;B;0;
RandomTrader1;0041;RandomTrader;89999986;90013470;89279999596;-2249999677;-2,4582;-810000404;-0,8991;B;7;983;991;B;0;
RandomTrader1;0042;RandomTrader;89999990;90009502;89369999582;-2069999707;-2,2638;-720000418;-0,7992;B;4;-1;992;B;4;
RandomTrader1;0043;RandomTrader;89999983;90016376;88469999682;-2249999735;-2,4802;-1620000318;-1,7982;S;7;-1;982;G;7;
RandomTrader1;0044;RandomTrader;89999988;90011436;89009999580;-720000057;-0,8024;-1080000420;-1,1988;B;5;-1;988;G;5;
RandomTrader1;0045;RandomTrader;89999990;90009442;89819999472;-360000035;-0,3992;-270000528;-0,2997;B;2;997;997;b;2;
RandomTrader1;0046;RandomTrader;89999998;90001466;89819999472;269999783;0,3015;-270000528;-0,2997;B;8;997;997;B;8;
RandomTrader1;0047;RandomTrader;89999998;90001466;89909999470;-450000039;-0,498;-180000530;-0,1998;B;4;987;998;G;0;
RandomTrader1;0048;RandomTrader;90000002;89997434;90809999450;449999941;0,498;719999450;0,7992;B;4;-1;1008;B;4;
RandomTrader1;0049;RandomTrader;89999997;90002444;90269999438;449999893;0,501;179999438;0,1998;S;5;997;1002;G;5;
RandomTrader1;0050;RandomTrader;89999997;90002444;90269999438;1439999783;1,6211;179999438;0,1998;S;2;1012;1002;B;0;
RandomTrader1;0051;RandomTrader;89999997;90002444;89729999456;89999918;0,1004;-360000544;-0,3996;B;2;991;996;G;0;
RandomTrader1;0052;RandomTrader;89999997;90002444;90179999441;809999858;0,9063;89999441;0,0999;S;6;1005;1001;B;0;
RandomTrader1;0053;RandomTrader;89999995;90004426;89279999471;449999786;0,5066;-810000529;-0,8991;S;2;990;991;G;2;
RandomTrader1;0054;RandomTrader;89999995;90004426;88739999501;-989999974;-1,1033;-1350000499;-1,4985;S;3;1000;985;G;0;
RandomTrader1;0055;RandomTrader;90000003;89996466;89639999451;1709999596;1,9447;-450000549;-0,4995;B;8;-1;995;B;8;
RandomTrader1;0056;RandomTrader;89999997;90002388;88919999427;179999707;0,2028;-1170000573;-1,2987;S;7;985;987;B;6;
RandomTrader1;0057;RandomTrader;89999991;90008292;88649999436;-810000132;-0,9054;-1440000564;-1,5984;S;6;-1;984;B;6;
RandomTrader1;0058;RandomTrader;89999986;90013267;89639999337;-360000147;-0,40;-450000663;-0,4995;S;5;974;995;b;5;
RandomTrader1;0059;RandomTrader;89999986;90013267;90179999253;1169999615;1,3145;89999253;0,0999;B;8;995;1001;G;0;
RandomTrader1;0060;RandomTrader;89999981;90018327;91169999099;1709999531;1,9115;1079999099;1,1988;S;5;-1;1012;B;5;
RandomTrader1;0061;RandomTrader;89999981;90018327;90809999175;1529999579;1,7137;719999175;0,7992;B;6;1001;1008;b;0;
RandomTrader1;0062;RandomTrader;89999985;90014299;90719999194;1349999612;1,5106;629999194;0,6993;B;4;-1;1007;G;4;
RandomTrader1;0063;RandomTrader;89999979;90020293;89999999314;1529999632;1,7294;-90000686;-0,0999;S;6;-1;999;G;6;
RandomTrader1;0064;RandomTrader;89999972;90027391;91349998999;2339999419;2,6289;1259998999;1,3986;S;7;1008;1014;b;7;
RandomTrader1;0065;RandomTrader;89999975;90024352;91259999027;1439999555;1,6032;1169999027;1,2987;B;3;-1;1013;B;3;
RandomTrader1;0066;RandomTrader;89999977;90022340;90629999202;809999730;0,9018;539999202;0,5994;B;2;-1;1006;B;2;
RandomTrader1;0067;RandomTrader;89999973;90026320;89639999455;-270000015;-0,3003;-450000545;-0,4995;S;4;995;995;G;4;
RandomTrader1;0068;RandomTrader;89999975;90024312;90449999212;-360000238;-0,3964;359999212;0,3996;B;2;1004;1004;B;2;
RandomTrader1;0069;RandomTrader;89999967;90032304;89999999337;-270000101;-0,2991;-90000663;-0,0999;S;8;-1;999;B;8;
RandomTrader1;0070;RandomTrader;89999974;90025353;89459999535;-809999903;-0,8973;-630000465;-0,6993;B;7;-1;993;G;7;
RandomTrader1;0071;RandomTrader;89999979;90020378;89639999483;-89999973;-0,1003;-450000517;-0,4995;B;5;1002;995;B;5;
RandomTrader1;0072;RandomTrader;89999984;90015453;88739999693;-1439999748;-1,5968;-1350000307;-1,4985;B;5;-1;985;b;5;
RandomTrader1;0073;RandomTrader;89999990;90009561;88469999741;-809999730;-0,9073;-1620000259;-1,7982;B;6;-1;982;G;6;
RandomTrader1;0074;RandomTrader;89999997;90002694;88379999751;-359999750;-0,4057;-1710000249;-1,8981;B;7;-1;981;G;7;
RandomTrader1;0075;RandomTrader;90000001;89998734;89189999724;-449999727;-0,502;-900000276;-0,999;B;4;-1;990;B;4;
RandomTrader1;0076;RandomTrader;90000007;89992854;88289999714;-629999713;-0,7085;-1800000286;-1,998;B;6;-1;980;B;6;
RandomTrader1;0077;RandomTrader;90000007;89992854;86219999553;-2429999883;-2,7411;-3870000447;-4,2957;S;6;970;957;G;0;
RandomTrader1;0078;RandomTrader;90000002;89997669;86759999595;-2879999742;-3,2129;-3330000405;-3,6963;S;5;-1;963;B;5;
RandomTrader1;0079;RandomTrader;90000008;89991927;86219999583;-3959999670;-4,3912;-3870000417;-4,2957;B;6;-1;957;B;6;
RandomTrader1;0080;RandomTrader;90000005;89994801;86309999591;-4859999508;-5,3307;-3780000409;-4,1958;S;3;-1;958;B;3;
RandomTrader1;0081;RandomTrader;90000005;89994801;85499999546;-5309999629;-5,8474;-4590000454;-5,0949;B;6;948;949;G;0;
RandomTrader1;0082;RandomTrader;90000010;89990046;85679999556;-5039999638;-5,5556;-4410000444;-4,8951;B;5;-1;951;G;5;
RandomTrader1;0083;RandomTrader;90000006;89993906;86939999696;-3059999618;-3,40;-3150000304;-3,4965;S;4;-1;965;B;4;
RandomTrader1;0084;RandomTrader;90000014;89986210;86669999678;-4679999321;-5,1232;-3420000322;-3,7962;B;8;-1;962;B;8;
RandomTrader1;0085;RandomTrader;90000014;89986210;86669999678;-4589999349;-5,0296;-3420000322;-3,7962;B;2;952;962;G;0;
RandomTrader1;0086;RandomTrader;90000014;89986210;86939999720;-3689999482;-4,0715;-3150000280;-3,4965;S;2;971;965;b;0;
RandomTrader1;0087;RandomTrader;90000014;89986210;86849999706;-2789999749;-3,1124;-3240000294;-3,5964;S;2;965;964;B;0;
RandomTrader1;0088;RandomTrader;90000012;89988126;86309999622;-4139999590;-4,5771;-3780000378;-4,1958;S;5;954;958;B;2;
RandomTrader1;0089;RandomTrader;90000010;89990042;86309999622;-3689999715;-4,10;-3780000378;-4,1958;S;2;948;958;B;2;
RandomTrader1;0090;RandomTrader;90000007;89992916;86309999622;-3149999913;-3,5211;-3780000378;-4,1958;S;3;-1;958;B;3;
RandomTrader1;0091;RandomTrader;90000001;89998664;86309999622;-3329999861;-3,7149;-3780000378;-4,1958;S;6;-1;958;B;6;
RandomTrader1;0092;RandomTrader;90000001;89998664;88109999642;-630000051;-0,7099;-1980000358;-2,1978;B;4;948;978;G;0;
RandomTrader1;0093;RandomTrader;90000007;89992832;87569999636;-900000105;-1,0173;-2520000364;-2,7972;B;6;987;972;G;6;
RandomTrader1;0094;RandomTrader;90000004;89995724;86849999580;-1530000171;-1,7312;-3240000420;-3,5964;S;3;-1;964;G;3;
RandomTrader1;0095;RandomTrader;90000002;89997668;87569999612;-1620000112;-1,8163;-2520000388;-2,7972;S;2;-1;972;B;2;
RandomTrader1;0096;RandomTrader;90000002;89997668;87749999616;-540000098;-0,6116;-2340000384;-2,5974;B;8;962;974;B;0;
RandomTrader1;0097;RandomTrader;90000009;89990892;87209999604;990000051;1,1482;-2880000396;-3,1968;B;7;-1;968;B;7;
RandomTrader1;0098;RandomTrader;90000009;89990892;86849999568;89999973;0,1037;-3240000432;-3,5964;B;3;958;964;G;0;
RandomTrader1;0099;RandomTrader;90000005;89994836;88829999766;2610000183;3,0271;-1260000234;-1,3986;S;4;-1;986;G;4;
RandomTrader1;0100;RandomTrader;90000010;89989946;88109999726;1800000135;2,0855;-1980000274;-2,1978;B;5;995;978;b;5;
RandomTrader1;0101;RandomTrader;90000012;89987990;88109999726;2610000180;3,0526;-1980000274;-2,1978;B;2;978;978;B;2;
RandomTrader1;0102;RandomTrader;90000006;89993876;88379999762;2700000206;3,1513;-1710000238;-1,8981;S;6;-1;981;B;6;
RandomTrader1;0103;RandomTrader;90000006;89993876;87389999696;450000000;0,5176;-2700000304;-2,997;S;4;971;970;G;0;
RandomTrader1;0104;RandomTrader;90000001;89998726;87389999696;720000018;0,8307;-2700000304;-2,997;S;5;-1;970;B;5;
RandomTrader1;0105;RandomTrader;90000006;89993906;86849999690;180000012;0,2077;-3240000310;-3,5964;B;5;-1;964;B;5;
RandomTrader1;0106;RandomTrader;90000002;89997786;87389999726;450000006;0,5176;-2700000274;-2,997;S;4;954;970;B;4;
RandomTrader1;0107;RandomTrader;90000002;89997786;87119999720;270000014;0,3109;-2970000280;-3,2967;B;8;960;967;B;0;
RandomTrader1;0108;RandomTrader;89999994;90005474;86579999708;270000086;0,3128;-3510000292;-3,8961;S;8;-1;961;B;8;
RandomTrader1;0109;RandomTrader;89999990;90009302;86219999732;-89999890;-0,1043;-3870000268;-4,2957;S;6;951;957;B;4;
RandomTrader1;0110;RandomTrader;89999983;90016078;87209999622;900000000;1,0428;-2880000378;-3,1968;S;7;-1;968;G;7;
RandomTrader1;0111;RandomTrader;89999990;90009372;86309999792;170;0,00;-3780000208;-4,1958;B;7;-1;958;B;7;
RandomTrader1;0112;RandomTrader;89999986;90013196;86129999812;-1979999830;-2,2472;-3960000188;-4,3956;S;4;-1;956;G;4;
RandomTrader1;0113;RandomTrader;89999979;90019965;87119999658;-449999978;-0,5139;-2970000342;-3,2967;S;7;-1;967;B;7;
RandomTrader1;0114;RandomTrader;89999987;90012269;86669999763;-179999817;-0,2073;-3420000237;-3,7962;B;8;-1;962;B;8;
RandomTrader1;0115;RandomTrader;89999979;90020045;87569999633;21;0,00;-2520000367;-2,7972;S;8;-1;972;B;8;
RandomTrader1;0116;RandomTrader;89999979;90020045;86849999801;-899999815;-1,0256;-3240000199;-3,5964;B;5;962;964;G;0;
RandomTrader1;0117;RandomTrader;89999979;90020045;87569999633;360000029;0,4128;-2520000367;-2,7972;S;8;973;972;B;0;
RandomTrader1;0118;RandomTrader;89999976;90022949;87209999717;360000149;0,4145;-2880000283;-3,1968;S;4;962;968;B;3;
RandomTrader1;0119;RandomTrader;89999969;90029704;86939999789;-1889999977;-2,1277;-3150000211;-3,4965;S;7;958;965;G;7;
RandomTrader1;0120;RandomTrader;89999975;90023878;87479999603;-630000123;-0,715;-2610000397;-2,8971;B;6;974;971;G;6;
