1;12,9522
2;15,3709
3;15,3679
4;10,6014
5;11,3118
6;12,946
7;13,4725
8;13,765
9;11,2507
10;11,3762
11;10,631
12;11,0503
13;8,5233
14;8,9027
15;8,1313
16;8,4569
17;8,7273
18;7,2056
19;7,5134
