


LogRenditen in 1 Tagen Abstand
Nummer;LogRenditen
1;0,004
2;-0,001
3;0,005
4;0,0059
5;0,0059
6;0,002
7;-0,0118
8;-0,0089
9;-0,016
10;-0,003
11;0,0111
12;-0,004
13;0,004
14;-0,004
15;0,003
16;0,0238
17;0,00
18;0,00
19;0,0039
20;-0,0059
21;0,001
22;-0,0069
23;-0,023
24;0,0121
25;-0,001
26;0,00
27;-0,0101
28;0,004
29;0,005
30;-0,0141
31;0,00
32;-0,0092
33;0,0132
34;0,005
35;-0,005
36;0,00
37;-0,001
38;0,005
39;0,002
40;-0,0091
41;0,002
42;0,00
43;-0,003
44;0,002
45;0,00
46;-0,0061
47;-0,0051
48;0,0153
49;0,001
50;-0,002
51;-0,001
52;0,003
53;-0,001
54;-0,004
55;0,0141
56;-0,003
57;0,008
58;0,0059
59;-0,0079
60;-0,003
61;0,004
62;-0,004
63;-0,008
64;0,015
65;-0,002
66;-0,01
67;-0,005
68;-0,004
69;-0,0081
70;0,0152
71;-0,004
72;0,02
73;-0,009
74;-0,002
75;-0,006
76;-0,0234
77;0,001
78;-0,0124
79;-0,0042
80;-0,0084
81;0,0063
82;0,0094
83;-0,001
84;0,0104
85;-0,001
86;-0,0041
87;0,0021
88;-0,0021
89;0,0093
90;-0,0062
91;0,0041
92;-0,0041
93;-0,0052
94;-0,001
95;0,0083
96;-0,0041
97;0,0041
98;-0,001
99;-0,0021
100;0,0072
101;-0,0051
102;0,0082
103;-0,0113
104;0,0072
105;-0,0051
106;-0,0062
107;0,00
108;-0,0083
109;0,0094
110;-0,0157
111;0,0198
112;-0,0031
113;-0,0042
114;-0,0021
115;0,0062
116;0,0236
117;-0,0102
118;-0,001
119;0,0082
120;-0,0071
121;0,0212
122;-0,007
123;0,014
124;-0,005
125;-0,011
126;0,008
127;-0,0101
128;0,005
129;-0,002
130;0,00
131;-0,001
132;0,012
133;-0,004
134;0,004
135;0,005
136;0,003
137;-0,01
138;0,01
139;-0,001
140;-0,01
141;0,003
142;0,003
143;-0,001
144;-0,004
145;-0,008
146;-0,0071
147;-0,002
148;0,0041
149;-0,0041
150;-0,0031
151;-0,0103
152;0,0092
153;-0,0031
154;-0,0134
155;0,001
156;-0,0031
157;0,0196
158;-0,002
159;0,0092
160;-0,0071
161;-0,0031
162;0,0082
163;-0,002
164;0,003
165;-0,0041
166;-0,002
167;0,0091
168;0,003
169;0,003
170;-0,0071
171;-0,0081
172;0,0122
173;-0,002
174;0,009
175;0,01
176;-0,01
177;0,007
178;0,00
179;0,003
180;0,0049
181;-0,0159
182;-0,005
183;0,0219
184;-0,0069
185;0,0049
186;-0,0179
187;-0,003
188;-0,0061
189;-0,003
190;-0,0041
191;-0,0072
192;0,00
193;-0,0072
194;0,0236
195;-0,002
196;0,0051
197;-0,002
198;-0,0122
199;0,001
200;-0,0072
201;0,0051
202;0,0092
203;0,0061
204;-0,0061
205;-0,0071
206;0,001
207;-0,0144
208;0,0113
209;-0,0113
210;0,0041
211;-0,0021
212;0,00
213;0,0103
214;-0,002
215;0,0072
216;-0,002
217;-0,0031
218;0,0102
219;0,0191
220;-0,001
221;-0,005
222;-0,006
223;-0,0071
224;0,00
225;-0,0041
226;0,0121
227;0,003
228;0,004
229;0,005
230;-0,009
231;-0,0091
232;0,0091
233;0,001
234;-0,006
235;-0,0101
236;-0,0031
237;-0,0123
238;0,0144
239;-0,0072
240;0,0041
241;0,0061
242;-0,002
243;-0,001
244;-0,0102
245;-0,0041
246;-0,0052
247;-0,001
248;0,0073
249;-0,0062
250;0,0052
251;0,00
252;0,001
253;0,0113
254;-0,001
255;0,0051
256;0,0071
257;0,002
258;0,003
259;0,00
260;0,002
261;0,004
262;-0,001
263;-0,0121
264;0,006
265;-0,0071
266;0,004
267;0,008
268;0,00
269;0,003
270;-0,0171
271;0,001
272;0,004
273;-0,0081
274;0,0181
275;0,0109
276;-0,002
277;0,0108
278;-0,0079
279;-0,0049
280;0,0059
281;0,002
282;-0,0109
283;0,0089
284;-0,004
285;0,0059
286;-0,0069
287;0,004
288;-0,0109
289;-0,008
290;0,006
291;0,002
292;-0,002
293;0,003
294;0,003
295;-0,008
296;-0,003
297;0,00
298;0,001
299;-0,0101
300;0,00
301;-0,003
302;0,002
303;0,0041
304;0,0081
305;-0,0091
306;-0,0122
307;0,0041
308;0,002
309;-0,0082
310;0,00
311;0,0041
312;0,001
313;0,002
314;0,0041
315;-0,0112
316;0,0021
317;0,0082
318;0,0071
319;0,011
320;-0,002
321;-0,002
322;0,006
323;0,00
324;0,001
325;-0,009
326;-0,005
327;0,007
328;-0,008
329;0,004
330;0,011
331;-0,008
332;0,00
333;-0,003
334;0,009
335;0,001
336;-0,007
337;0,002
338;0,003
339;0,0099
340;-0,0069
341;0,00
342;0,00
343;-0,003
344;-0,005
345;0,001
346;0,002
347;0,006
348;-0,004
349;-0,005
350;0,00
351;-0,0141
352;0,00
353;0,0081
354;0,007
355;-0,008
356;0,004
357;-0,0061
358;0,0091
359;-0,003
360;0,001
361;-0,0081
362;0,0061
363;-0,005
364;-0,0102
365;-0,002
366;0,0303
367;-0,004
368;0,0227
369;-0,0118
370;-0,0089
371;0,002
372;-0,001
373;0,004
374;0,00
375;0,0049
376;0,0098
377;0,00
378;-0,002
379;0,002
380;0,0039
381;-0,0127
382;-0,002
383;0,002
384;0,0049
385;0,0029
386;-0,0029
387;-0,0059
388;-0,001
389;0,00
390;0,002
391;-0,0109
392;-0,001
393;0,002
394;-0,002
395;-0,008
396;-0,0111
397;-0,0051
398;-0,0031
399;-0,0031



LogRenditen in 5 Tagen Abstand
Nummer;LogRenditen
1;0,0197
2;-0,0378
3;0,0101
4;0,0218
5;-0,0178
6;-0,0151
