1; 11.0;8.0;81.0
1; 11.0;8.0;81.0
2; 11.0;8.0;81.0
3; 11.0;8.0;81.0
4; 11.0;8.0;81.0
5; 11.0;8.0;81.0
6; 11.0;8.0;81.0
7; 11.0;8.0;81.0
8; 11.0;8.0;81.0
9; 11.0;8.0;81.0
10; 11.0;8.0;81.0
11; 11.0;8.0;81.0
12; 11.0;8.0;81.0
13; 11.0;8.0;81.0
14; 11.0;8.0;81.0
15; 11.0;8.0;81.0
16; 11.0;8.0;81.0
17; 11.0;8.0;81.0
18; 11.0;8.0;81.0
19; 11.0;8.0;81.0
20; 11.0;8.0;81.0
21; 11.0;8.0;81.0
22; 11.0;8.0;81.0
23; 11.0;8.0;81.0
24; 11.0;8.0;81.0
25; 11.0;8.0;81.0
26; 11.0;8.0;81.0
27; 11.0;8.0;81.0
28; 11.0;8.0;81.0
29; 11.0;8.0;81.0
30; 11.0;8.0;81.0
31; 11.0;8.0;81.0
32; 11.0;8.0;81.0
33; 11.0;8.0;81.0
34; 11.0;8.0;81.0
35; 11.0;8.0;81.0
36; 11.0;8.0;81.0
37; 11.0;8.0;81.0
38; 11.0;8.0;81.0
39; 11.0;8.0;81.0
40; 11.0;8.0;81.0
41; 11.0;8.0;81.0
42; 11.0;8.0;81.0
43; 11.0;8.0;81.0
44; 11.0;8.0;81.0
45; 11.0;8.0;81.0
46; 11.0;8.0;81.0
47; 11.0;8.0;81.0
48; 11.0;8.0;81.0
49; 11.0;8.0;81.0
50; 11.0;8.0;81.0
51; 11.0;8.0;81.0
52; 11.0;8.0;81.0
53; 11.0;8.0;81.0
54; 11.0;8.0;81.0
55; 11.0;8.0;81.0
56; 11.0;8.0;81.0
57; 11.0;8.0;81.0
58; 11.0;8.0;81.0
59; 11.0;8.0;81.0
60; 11.0;8.0;81.0
61; 11.0;8.0;81.0
62; 11.0;8.0;81.0
63; 11.0;8.0;81.0
64; 11.0;8.0;81.0
65; 11.0;8.0;81.0
66; 11.0;8.0;81.0
67; 11.0;8.0;81.0
68; 11.0;8.0;81.0
69; 11.0;8.0;81.0
70; 11.0;8.0;81.0
71; 11.0;8.0;81.0
72; 11.0;8.0;81.0
73; 11.0;8.0;81.0
74; 11.0;8.0;81.0
75; 11.0;8.0;81.0
76; 11.0;8.0;81.0
77; 11.0;8.0;81.0
78; 11.0;8.0;81.0
79; 11.0;8.0;81.0
80; 11.0;8.0;81.0
81; 11.0;8.0;81.0
82; 11.0;8.0;81.0
83; 11.0;8.0;81.0
84; 11.0;8.0;81.0
85; 11.0;8.0;81.0
86; 11.0;8.0;81.0
87; 11.0;8.0;81.0
88; 11.0;8.0;81.0
89; 11.0;8.0;81.0
90; 11.0;8.0;81.0
91; 11.0;8.0;81.0
92; 11.0;8.0;81.0
93; 11.0;8.0;81.0
94; 11.0;8.0;81.0
95; 11.0;8.0;81.0
96; 11.0;8.0;81.0
97; 11.0;8.0;81.0
98; 11.0;8.0;81.0
99; 11.0;8.0;81.0
100; 11.0;8.0;81.0
101; 11.0;8.0;81.0
102; 11.0;8.0;81.0
103; 11.0;8.0;81.0
104; 11.0;8.0;81.0
105; 11.0;8.0;81.0
106; 11.0;8.0;81.0
107; 11.0;8.0;81.0
108; 11.0;8.0;81.0
109; 11.0;8.0;81.0
110; 11.0;8.0;81.0
111; 11.0;8.0;81.0
112; 11.0;8.0;81.0
113; 11.0;8.0;81.0
114; 11.0;8.0;81.0
115; 11.0;8.0;81.0
116; 11.0;8.0;81.0
117; 11.0;8.0;81.0
118; 11.0;8.0;81.0
119; 11.0;8.0;81.0
120; 11.0;8.0;81.0
121; 11.0;8.0;81.0
122; 11.0;8.0;81.0
123; 11.0;8.0;81.0
124; 11.0;8.0;81.0
125; 11.0;8.0;81.0
126; 11.0;8.0;81.0
127; 11.0;8.0;81.0
128; 11.0;8.0;81.0
129; 11.0;8.0;81.0
130; 11.0;8.0;81.0
131; 11.0;8.0;81.0
132; 11.0;8.0;81.0
133; 11.0;8.0;81.0
134; 11.0;8.0;81.0
135; 11.0;8.0;81.0
136; 11.0;8.0;81.0
137; 42.0;9.0;49.0
138; 42.0;9.0;49.0
139; 42.0;9.0;49.0
140; 42.0;9.0;49.0
141; 42.0;9.0;49.0
142; 42.0;9.0;49.0
143; 42.0;9.0;49.0
144; 42.0;9.0;49.0
145; 42.0;9.0;49.0
146; 42.0;9.0;49.0
147; 42.0;9.0;49.0
148; 42.0;9.0;49.0
149; 42.0;9.0;49.0
150; 42.0;9.0;49.0
151; 42.0;9.0;49.0
152; 42.0;9.0;49.0
153; 42.0;9.0;49.0
154; 42.0;9.0;49.0
155; 42.0;9.0;49.0
156; 42.0;9.0;49.0
157; 42.0;9.0;49.0
158; 42.0;9.0;49.0
159; 42.0;9.0;49.0
160; 42.0;9.0;49.0
161; 42.0;9.0;49.0
162; 42.0;9.0;49.0
163; 42.0;9.0;49.0
164; 42.0;9.0;49.0
165; 42.0;9.0;49.0
166; 42.0;9.0;49.0
167; 42.0;9.0;49.0
168; 42.0;9.0;49.0
169; 42.0;9.0;49.0
170; 42.0;9.0;49.0
171; 42.0;9.0;49.0
172; 42.0;9.0;49.0
173; 42.0;9.0;49.0
174; 42.0;9.0;49.0
175; 42.0;9.0;49.0
176; 42.0;9.0;49.0
177; 42.0;9.0;49.0
178; 42.0;9.0;49.0
179; 42.0;9.0;49.0
180; 42.0;9.0;49.0
181; 42.0;9.0;49.0
182; 42.0;9.0;49.0
183; 43.0;9.0;48.0
184; 49.0;9.0;42.0
185; 52.0;9.0;39.0
186; 56.0;9.0;35.0
187; 61.0;9.0;30.0
188; 65.0;9.0;26.0
189; 71.0;9.0;20.0
190; 74.0;9.0;17.0
191; 80.0;9.0;11.0
192; 86.0;9.0;5.0
193; 86.0;9.0;5.0
194; 86.0;9.0;5.0
195; 86.0;9.0;5.0
196; 86.0;9.0;5.0
197; 86.0;9.0;5.0
198; 88.0;9.0;3.0
199; 89.0;9.0;2.0
200; 89.0;9.0;2.0
200; 89.0;9.0;2.0
200; 89.0;9.0;2.0
200; 89.0;9.0;2.0
200; 89.0;9.0;2.0
200; 89.0;9.0;2.0
200; 89.0;9.0;2.0
200; 89.0;9.0;2.0
