#-1)Kurszusatz  G: Geld, Kauf>Verkauf; B: Brief, Kauf < Verkauf; b: bezahlt, Kauf=Verkauf; T: Taxe, kein Buy/Sell Order
#-2)Auftragtyp  B: Kauf,  S:Verkauf,  N:Wart  M: Mixed Order,  Order contains Buy and Sell Wish, it is created by Investor  
#-3)Limit=-1, -1 hat spezielle Bedeutung: billigsten Kauf bzw. Besten Verkauf
#-4)GewinnStatus *:Balance +:Gewinn -:Verlust 
#-5) Achtung: 
#-5) Wenn ReferenzTag = 0,  GewinnStatus ist jeden Tag gegen InitDepot ausgewertet.
#-6) Wenn ReferenzTag > 0,  GewinnStatus ist jeden Tag gegen Depot vor  X Tagen ausgewertet.
#-7) Investor BuyLimit  = IndividuellInnererWert * ( 1 - AbschlagProzent ) 
     Investor SellLimit = IndividuellInnererWert * ( 1 + AbschlagProzent ) 
#-8) Investor: Maximal Abweichung zu System InnererWert 0.5
     Investor: Minimal Abweichung zu System InnererWert -0.5
#-9) Investor: Eingesetztes Potenzial = PotenzialBase * ProzentialCounter  
     - Wenn ProzentialCounter Minus Wert ist, dann ist das Potenzial auch ein Minus Wert.
     - Wenn ProzentialCounter Plus Wert ist,  dann ist das Potenzial auch ein Plus Wert.
     - PotenzialProzent ist ein Parameter.
     - PotenzialBase wird nur bei (PozentialCounter=0) and (KursÄnderung ist größer als Threshold) berechnet, PotenzialBase = AktuellerSystemInnererWert * 0.2 * PotenuialProcent 
     - PotenzialProzent ist ein Parameter.
#-10) Investor Individuell InnererWert= SystemInnererWert + ZufallAbweichung + Potenzial 
      ZufallAbweichung kann minus/plus sein. 

Name;Tag;Type;AktienAnzahl;Cash;Depot;RelativGewinn;RelativeGewinnProzent;AbsoluteGewinn;AbsoluteGewinnProzent;Order;Menge;Limit;Kurs;Kurszusatz;PerformedMenge;
RandomTrader2;0000;RandomTrader;9999998;10000983;9849999015;0;0,00;-159999984;-1,5984;S;1;-1;984;b;1;
RandomTrader2;0001;RandomTrader;9999997;10001967;9849999015;0;0,00;-159999984;-1,5984;S;1;984;984;B;1;
RandomTrader2;0002;RandomTrader;9999995;10003923;9789999033;0;0,00;-219999966;-2,1978;S;2;-1;978;B;2;
RandomTrader2;0003;RandomTrader;9999993;10005877;9779999038;0;0,00;-229999961;-2,2977;S;3;968;977;B;2;
RandomTrader2;0004;RandomTrader;9999990;10008823;9829999003;0;0,00;-179999996;-1,7982;S;3;-1;982;B;3;
RandomTrader2;0005;RandomTrader;9999991;10007846;9779999053;0;0,00;-229999946;-2,2977;B;1;-1;977;B;1;
RandomTrader2;0006;RandomTrader;9999990;10008820;9749999080;0;0,00;-259999919;-2,5974;S;1;-1;974;B;1;
RandomTrader2;0007;RandomTrader;9999991;10007834;9869998960;0;0,00;-140000039;-1,3986;B;1;-1;986;G;1;
RandomTrader2;0008;RandomTrader;9999992;10006843;9919998915;0;0,00;-90000084;-0,8991;B;1;-1;991;B;1;
RandomTrader2;0009;RandomTrader;9999989;10009816;9919998915;0;0,00;-90000084;-0,8991;S;3;-1;991;B;3;
RandomTrader2;0010;RandomTrader;9999989;10009816;9919998915;0;0,00;-90000084;-0,8991;B;3;981;991;b;0;
RandomTrader2;0011;RandomTrader;9999992;10006834;9949998882;0;0,00;-60000117;-0,5994;B;3;-1;994;B;3;
RandomTrader2;0012;RandomTrader;9999994;10004848;9939998890;0;0,00;-70000109;-0,6993;B;2;-1;993;b;2;
RandomTrader2;0013;RandomTrader;9999997;10001821;10099998794;0;0,00;89999795;0,8991;B;3;-1;1009;G;3;
RandomTrader2;0014;RandomTrader;9999999;9999783;10199998764;0;0,00;189999765;1,8981;B;2;1019;1019;B;2;
RandomTrader2;0015;RandomTrader;9999999;9999783;10229998761;0;0,00;219999762;2,1978;B;1;1008;1022;b;0;
RandomTrader2;0016;RandomTrader;10000001;9997739;10229998761;0;0,00;219999762;2,1978;B;3;1022;1022;G;2;
RandomTrader2;0017;RandomTrader;10000001;9997739;10379998776;0;0,00;369999777;3,6963;B;1;1032;1037;b;0;
RandomTrader2;0018;RandomTrader;9999999;9999813;10379998776;0;0,00;369999777;3,6963;S;2;1037;1037;G;2;
RandomTrader2;0019;RandomTrader;9999999;9999813;10379998776;0;0,00;369999777;3,6963;S;3;1047;1037;G;0;
RandomTrader2;0020;RandomTrader;10000002;9996672;10479998766;0;0,00;469999767;4,6953;B;3;1047;1047;B;3;
RandomTrader2;0021;RandomTrader;10000000;9998778;10539998778;0;0,00;529999779;5,2947;S;2;1036;1053;G;2;
RandomTrader2;0022;RandomTrader;10000001;9997723;10559998778;0;0,00;549999779;5,4945;B;1;1063;1055;B;1;
