#-1)Kurszusatz  G: Geld, Kauf>Verkauf; B: Brief, Kauf < Verkauf; b: bezahlt, Kauf=Verkauf; T: Taxe, kein Buy/Sell Order
#-2)Auftragtyp  B: Kauf,  S:Verkauf,  N:Wart  M: Mixed Order,  Order contains Buy and Sell Wish, it is created by Investor  
#-3)Limit=-1, -1 hat spezielle Bedeutung: billigsten Kauf bzw. Besten Verkauf
#-4)GewinnStatus *:Balance +:Gewinn -:Verlust 
#-5) Achtung: 
#-5) Wenn ReferenzTag = 0,  GewinnStatus ist jeden Tag gegen InitDepot ausgewertet.
#-6) Wenn ReferenzTag > 0,  GewinnStatus ist jeden Tag gegen Depot vor  X Tagen ausgewertet.
#-7) Investor BuyLimit  = IndividuellInnererWert * ( 1 - AbschlagProzent ) 
     Investor SellLimit = IndividuellInnererWert * ( 1 + AbschlagProzent ) 
#-8) Investor: Maximal Abweichung zu System InnererWert 5.0
     Investor: Minimal Abweichung zu System InnererWert -5.0
#-9) Investor: Eingesetztes Potenzial = PotenzialBase * ProzentialCounter  
     - Wenn ProzentialCounter Minus Wert ist, dann ist das Potenzial auch ein Minus Wert.
     - Wenn ProzentialCounter Plus Wert ist,  dann ist das Potenzial auch ein Plus Wert.
     - PotenzialProzent ist ein Parameter.
     - PotenzialBase wird nur bei (PozentialCounter=0) and (KursÄnderung ist größer als Threshold) berechnet, PotenzialBase = AktuellerSystemInnererWert * 0.2 * PotenuialProcent 
     - PotenzialProzent ist ein Parameter.
#-10) Investor Individuell InnererWert= SystemInnererWert + ZufallAbweichung + Potenzial 
      ZufallAbweichung kann minus/plus sein. 

Name;Tag;Type;AktienAnzahl;Cash;Depot;RelativGewinn;RelativeGewinnProzent;AbsoluteGewinn;AbsoluteGewinnProzent;Order;Menge;Limit;Kurs;Kurszusatz;PerformedMenge;
RandomTrader2;0000;RandomTrader;89999998;90002008;90450000000;0;0,00;360000000;0,3996;S;2;-1;1004;G;2;
RandomTrader2;0001;RandomTrader;89999998;90002008;90809999992;0;0,00;719999992;0,7992;S;4;1014;1008;B;0;
RandomTrader2;0002;RandomTrader;89999993;90007043;90719999994;0;0,00;629999994;0,6993;S;5;-1;1007;G;5;
RandomTrader2;0003;RandomTrader;89999993;90007043;91169999959;0;0,00;1079999959;1,1988;S;8;1017;1012;G;0;
RandomTrader2;0004;RandomTrader;89999987;90013151;91709999917;0;0,00;1619999917;1,7982;S;6;-1;1018;G;6;
RandomTrader2;0005;RandomTrader;89999993;90007007;92249999839;0;0,00;2159999839;2,3976;B;6;-1;1024;G;6;
RandomTrader2;0006;RandomTrader;89999991;90009059;92429999825;0;0,00;2339999825;2,5974;S;2;-1;1026;B;2;
RandomTrader2;0007;RandomTrader;89999999;90000947;91349999933;0;0,00;1259999933;1,3986;B;8;-1;1014;B;8;
RandomTrader2;0008;RandomTrader;90000007;89992907;90539999942;0;0,00;449999942;0,4995;B;8;-1;1005;B;8;
RandomTrader2;0009;RandomTrader;90000000;89999830;89099999830;0;0,00;-990000170;-1,0989;S;7;-1;989;G;7;
RandomTrader2;0010;RandomTrader;90000002;89997858;88829999830;0;0,00;-1260000170;-1,3986;B;2;998;986;G;2;
RandomTrader2;0011;RandomTrader;90000006;89993870;89819999852;0;0,00;-270000148;-0,2997;B;4;-1;997;B;4;
RandomTrader2;0012;RandomTrader;90000010;89989898;89459999828;0;0,00;-630000172;-0,6993;B;4;-1;993;B;4;
RandomTrader2;0013;RandomTrader;90000012;89987904;89819999868;0;0,00;-270000132;-0,2997;B;2;-1;997;B;2;
RandomTrader2;0014;RandomTrader;90000012;89987904;89459999820;0;0,00;-630000180;-0,6993;B;7;987;993;b;0;
RandomTrader2;0015;RandomTrader;90000012;89987904;89729999856;0;0,00;-360000144;-0,3996;B;3;993;996;G;0;
RandomTrader2;0016;RandomTrader;90000012;89987904;91890000144;0;0,00;1800000144;1,998;B;6;1005;1020;b;0;
RandomTrader2;0017;RandomTrader;90000018;89981784;91890000144;0;0,00;1800000144;1,998;B;6;1020;1020;B;6;
RandomTrader2;0018;RandomTrader;90000014;89985864;91890000144;0;0,00;1800000144;1,998;S;4;1009;1020;G;4;
RandomTrader2;0019;RandomTrader;90000014;89985864;92250000200;2160000200;2,3976;2160000200;2,3976;S;4;1030;1024;B;0;
RandomTrader2;0020;RandomTrader;90000014;89985864;91710000116;1260000116;1,393;1620000116;1,7982;B;8;1013;1018;G;0;
RandomTrader2;0021;RandomTrader;90000014;89985864;91800000130;990000138;1,0902;1710000130;1,8981;S;5;1028;1019;B;0;
RandomTrader2;0022;RandomTrader;90000014;89985864;91170000032;450000038;0,496;1080000032;1,1988;B;3;1008;1012;b;0;
RandomTrader2;0023;RandomTrader;90000014;89985864;89099999710;-2070000249;-2,2705;-990000290;-1,0989;S;8;1012;989;G;0;
RandomTrader2;0024;RandomTrader;90000007;89992871;90179999878;-1530000039;-1,6683;89999878;0,0999;S;7;-1;1001;B;7;
RandomTrader2;0025;RandomTrader;90000007;89992871;90089999871;-2159999968;-2,3415;-129;-0,00;B;4;990;1000;B;0;
RandomTrader2;0026;RandomTrader;90000009;89990871;90089999871;-2339999954;-2,5316;-129;-0,00;B;2;-1;1000;B;2;
RandomTrader2;0027;RandomTrader;90000006;89993841;89189999781;-2160000152;-2,3645;-900000219;-0,999;S;3;-1;990;G;3;
RandomTrader2;0028;RandomTrader;90000013;89986883;89549999805;-990000137;-1,0934;-540000195;-0,5994;B;7;999;994;b;7;
RandomTrader2;0029;RandomTrader;90000020;89979890;89999999870;900000040;1,0101;-90000130;-0,0999;B;7;-1;999;b;7;
RandomTrader2;0030;RandomTrader;90000028;89972010;88739999590;-90000240;-0,1013;-1350000410;-1,4985;B;8;999;985;b;8;
RandomTrader2;0031;RandomTrader;90000031;89969055;88739999590;-1080000262;-1,2024;-1350000410;-1,4985;B;3;985;985;B;3;
RandomTrader2;0032;RandomTrader;90000024;89975887;87929999311;-1530000517;-1,7103;-2160000689;-2,3976;S;7;975;976;b;7;
RandomTrader2;0033;RandomTrader;90000016;89983799;89099999623;-720000245;-0,8016;-990000377;-1,0989;S;8;976;989;b;8;
RandomTrader2;0034;RandomTrader;90000014;89985787;89549999703;89999883;0,1006;-540000297;-0,5994;S;3;989;994;B;2;
RandomTrader2;0035;RandomTrader;90000006;89993699;89099999633;-630000223;-0,7021;-990000367;-1,0989;S;8;984;989;B;8;
RandomTrader2;0036;RandomTrader;90000006;89993699;89099999633;-2790000511;-3,0362;-990000367;-1,0989;B;6;979;989;B;0;
RandomTrader2;0037;RandomTrader;90000000;89999627;89009999627;-2880000517;-3,1342;-1080000373;-1,1988;S;6;-1;988;G;6;
